.id,b,k,w1,w2
53,0.8341009272896959,1.3213263370032642,1.0755947587489207,-0.0991372417494813
54,1.2913561318048337,0.4016229336243747,0.5944782813129497,-0.3743188258114864
55,0.0072958928890535235,-0.05170753264176853,-1.0642564791379283,-0.3570390232139338
56,0.6759788547072174,-0.12309581338028558,-0.06269368141065051,-0.14066445326465676
57,1.3939389782572889,0.48058066546719097,0.1917754628945174,-1.3394240329307985
58,-0.26101563275337225,-0.006345347883520203,-1.1081245418955286,0.1818615067685037
59,0.10335043407019162,0.8613563833723774,-0.4804923750217136,-0.5387528134190058
60,0.48757558025869496,0.8428455967080573,1.1147497920214153,0.5176075217457922
61,-0.36728737094408426,-0.48666631570164853,-0.05403236103776021,-0.17142110272739247
62,0.8115636551876189,0.626845785393338,0.9508627609871708,-1.5909117365345489
63,1.1000941073902317,0.7212319581833679,0.1601756869690888,-0.06939882915666079
64,0.2859957783181535,0.08626372786724912,0.31998965796659684,-1.7668246943647352
65,0.04515964588950777,0.12283309966066114,0.7803378610304077,-0.6722375107685388
66,1.1687574424676415,-0.2500485137770915,0.3965876283278334,-0.6952380590109981
67,0.10967529879724025,1.0581142988200507,1.1545529229792804,-1.13356714047887
68,0.7785462701249533,-0.14642720556981081,-0.11309709986600969,-1.2120470254632436
69,-0.6912669856953525,0.3610716784330407,0.5649393619154668,-1.1996451115480098
70,-0.09004512415764326,-0.18927510009764703,0.6784901546386366,-0.5647936774996049
71,1.3814770861799075,-0.9430474217401781,0.5216845116795459,-0.4130762445010793
72,1.0601389179828904,0.8625609375063361,0.22756333765420178,-0.45604842869379564
73,1.3150878940448698,-0.25452287384365857,0.01312333867320492,0.2570462285412032
74,1.3723345646305445,0.5724246578752545,0.8247152603982237,-0.21172698679849034
75,0.11563283819693426,1.1143146476430963,-0.2276329182669667,-0.7121836635043219
76,-0.5798535106712647,1.362891818706265,0.9629466481363231,-1.1989091293524696
77,-0.6175417590337048,-0.7818115659251053,0.7091186132583422,0.34443090780180186
78,0.5329899285132523,0.41168883962869796,0.457289088599508,-0.8942949654130034
79,-0.08482694720791029,0.8617928325177773,0.1263277858427253,-0.07599320186221353
80,-0.7879551075760266,-0.30985249653159386,0.6061366470879948,0.10264501849321872
81,-0.14264791787201536,0.6476520805093953,-0.12118133741811532,-1.564509761370049
82,-0.6676347322969494,-0.9325900740878978,-0.4318232207950751,0.12720180156843863
83,-0.09800794131175844,-0.32503079719365635,0.5882131593626793,0.07485989075882737
84,0.25473778302500183,0.42819126576313626,-0.15431407312230438,0.25550690346437926
85,0.27954412346433,-1.006192310657395,0.3587270039726035,-0.5327288137844921
86,-0.6410031894486878,0.17170375919174186,0.6764666654350564,-1.1817715313509978
87,-0.2429432500117979,0.2900411970047291,-0.4698896824528698,-0.6276119570622332
88,1.4868314689512219,-0.9336973073242837,-0.38717893025282957,-1.502103076653217
89,1.521511898288461,1.4458903051752965,-0.33933327775719696,-0.7539071281710683
90,-0.6717742303281103,1.1015102713296225,-0.30018121214494464,-0.12662756991906593
91,-0.6809322663876808,-1.0604773418008837,-1.0821971913425252,-0.2692810793290457
92,-0.07891422827379296,0.1452947108971968,0.28484070946959295,0.025758377073063776
93,0.44039687574898423,-0.5934009441475183,0.8617783862599775,-0.20888739855440203
94,0.5148454151499587,0.7427826565459212,0.4782879912415145,-1.4572706593949816
95,0.6064642099763535,0.8030353501470506,0.7494404868780571,-1.5312328976208032
96,0.6619515894745985,0.5658000209686767,-0.800231295177815,-0.2288148981689993
97,1.2459485444869405,0.7251645512264426,1.3582595479791144,-0.5160912028896856
98,0.6294943611791847,0.3359362495950891,0.5986157273033234,-0.7475482389147498
99,0.6278240885365735,0.1895058969244409,0.3697852889124891,0.397276930876849
